기관명,기관구분,주소,홈페이지
평창군보건소,보건소,강원도 평창군 평창읍 중부로 61,
평촌중앙병원,병원,경기도 안양시 동안구 평촌대로223번길 49 (호계동),
평택시 송탄보건소,보건소,경기도 평택시 서정로 295 북부보건복지센터,
평택시 정신건강복지센터,기초정신건강복지센터,경기도 평택시 평택5호 56 평택보건소 A동 2층,pyeongtaek.go.kr/health
평택시 평택보건소,보건소,경기도 평택시 비전동 850 (평택5로 56) ,
평화의집,정신재활시설,강원도 춘천시 춘천로 281번길 14-6,http://blog.daum.net/peace20031106
평화정신재활시설,정신재활시설,"서울특별시 노원구 노원로 331, 평화종합사회복지관 3층(중계동)",www.phcmh.or.kr
포근한정신건강의학과의원,의원,부산광역시 사상구 사상로 246 3층 (괘법동),
포천시보건소,보건소,경기도 포천시 포천로 1612 ,
포천시정신건강복지센터,기초정신건강복지센터,경기도 포천시 포천로 1612 보건소 3층,www.pocheonmind.com
포항성모병원,종합병원,경상북도 포항시 남구 대잠동길 17 (대잠동),
포항시 남구보건소,보건소,경상북도 포항시 남구 동해안로 6119 ,
포항시 북구보건소,보건소,경상북도 포항시 북구 삼흥로 98 ,
포항시 중독관리통합지원센터,중독관리통합지원센터,경상북도 포항시 북구 삼흥로98 ,www.pohang.go.kr/iphhealth
포항시남구 정신건강복지센터,기초정신건강복지센터,경상북도 포항시 남구 동해안로6119번길,www.pohang.go.kr/ihealth
포항시북구 정신건강복지센터,기초정신건강복지센터,경상북도 포항시 북구 삼흥로98,www.pohang.go.kr/iphhealth
표경식정신건강의학과의원,의원,"광주광역시 북구 동문대로 152 3층 (두암동, 동강빌딩)",
표인수신경정신과의원,의원,부산광역시 부산진구 중앙대로 684 (부전동),
표진인정신건강의학과의원,의원,"서울특별시 마포구 백범로 199 206호 (신공덕동, 메트로디오빌)",
푸른고래정신건강의학과의원,의원,"서울특별시 도봉구 도봉로150길 43 2층 207,208호 (방학동, ESA 아파트)",
푸른마음정신건강의학과의원,의원,"경기도 과천시 중앙로 135 (중앙동, 대상빌딩 304호)",
푸른마음정신과의원,의원,"서울특별시 광진구 능동로50길 8 3,4,5층 (중곡동)",
푸른숲정신건강의학과의원,의원,부산광역시 부산진구 가야대로 462-1 9층 (개금동),
푸른존,정신재활시설,"서울특별시 강북구 도봉로 66길 35, 1층(미아동)",proonzone.wix.com/proonzone
품,정신재활시설,충청남도 천안시 동남구 양지19길 12-13,http://blog.daum.net/bridging-heart
프렌드정신건강의학과의원,의원,"서울특별시 성동구 왕십리로 315 4층 (행당동, 한동타워)",
피넬정신건강의학과의원,의원,광주광역시 서구 금화로 23 3층 (금호동),
필요한정신건강의학과의원,의원,광주광역시 서구 상무중앙로 43 3층 (치평동),
필정신건강의학과의원,의원,대구광역시 북구 팔달로 195 2층 (노원동2가),
하나마음정신건강의학과의원,의원,"경상북도 포항시 북구 포스코대로 288 4층 (죽도동, 하나은행)",
하나정신건강의학과의원,의원,전라북도 부안군 부안읍 번영로 157 (부안읍),
하나정신건강의학과의원,의원,서울특별시 성북구 동소문로 97 5층 2호 (동소문동6가),
하나정신건강의학과의원,의원,경기도 평택시 평택로32번길 28 (평택동),
하나정신건강의학과의원,의원,경기도 안성시 중앙로 370 (석정동),
하나정신건강의학과의원,의원,충청북도 제천시 풍양로 120 4-5층 (남천동),
하나정신과의원,의원,서울특별시 강남구 남부순환로 2941 4층 (대치동),
하남SD병원,병원,경기도 하남시 덕풍공원로 41 (덕풍동),
하남시보건소,보건소,경기도 하남시 대청로 10 ,
하남시정신건강복지센터,기초정신건강복지센터,"경기도 하남시 미사강변대로 200, 미사보건센터 2층",https://hanam.nid.or.kr/
하늘빛정신건강의학과의원,의원,"강원도 원주시 능라동길 61 5층 (무실동, 정한타워)",
하늘소,정신재활시설,"서울특별시 양천구 화곡로 8길 21-4, 2층",www.하늘소.kr
하동군 정신건강복지센터,기초정신건강복지센터,경상남도 하동군 하동읍 군청로 31,www.hdspirithealth.hadong.go.kr
하동군보건소,보건소,경상남도 하동군 하동읍 군청로 31,
하동우리들병원,병원,경상남도 하동군 금남면 섬진강대로 957 (),
하모니공동생활가정,정신재활시설,충청남도 천안시 동남구 원성8길 16,www.harmony2854.com
하안정신건강의학과의원,의원,"경기도 광명시 범안로 1059 3층 302호 (하안동, 유창빌딩)",
하얀마음,정신재활시설,"서울특별시 송파구 석촌호수로 20길 28-1, 201호",saramsarang.or.kr
하은정신건강의학과의원,의원,"경기도 이천시 중리천로 76 3층 (중리동, 이천라온팰리스)",
하준수정신건강의학과의원,의원,대전광역시 유성구 계룡로 150 305호 (봉명동),
학교법인 건양교육재단 건양대학교병원,종합병원,대전광역시 서구 관저동로 158 (관저동),
학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),상급종합병원,서울특별시 성북구 고려대로 73 고려대병원 (안암동5가),
학교법인 울산공업학원 울산대학교병원,종합병원,울산광역시 동구 방어진순환도로 877 울산대학교병원 (전하동),
학교법인 원광학원(원광대학교병원),광역정신건강복지센터,전라북도 전주시 완산구 홍산북로 57 아이원빌딩 4층,www.jbmhc.or.kr
학교법인 을지학원 대전을지대학교병원,종합병원,대전광역시 서구 둔산서로 95 (둔산동),
학교법인)동의병원,종합병원,부산광역시 부산진구 양정로 62 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동),
학교법인가톨릭학원 가톨릭대학교 대전성모병원,종합병원,대전광역시 중구 대흥로 64 (대흥동),
학교법인가톨릭학원가톨릭대학교서울성모병원,상급종합병원,서울특별시 서초구 반포대로 222 (반포동),
학교법인성균관대학삼성창원병원,종합병원,"경상남도 창원시 마산회원구 팔용로 158-158 (합성동, 삼성창원병원)",
학교법인연세대학교의과대학세브란스병원,상급종합병원,서울특별시 서대문구 연세로 50-1 (신촌동),
한가정,정신재활시설,"대전광역시 서구 남선로 60번길 45, 3층(탄방동)",www.hgj.co.kr
한강정신건강의학과의원,의원,"경기도 김포시 김포한강4로 117 403호 (장기동, 홍우프라자)",
한결정신건강의학과의원,의원,부산광역시 동구 중앙대로 201 행운예식장 4층 (초량동),
한국보훈복지의료공단 광주보훈병원,공립,광주광역시 광산구 첨단월봉로 99,
한국보훈복지의료공단 대구보훈병원,공립,대구광역시 달서구 월곡로 60,
한국보훈복지의료공단 대구보훈병원,종합병원,대구광역시 달서구 월곡로 60 (도원동),
한국보훈복지의료공단 대전보훈병원,공립,대전광역시 대덕구 대청로82번길 147(신탄진동),
한국보훈복지의료공단 부산보훈병원,종합병원,부산광역시 사상구 백양대로 420 (주례동),
한국보훈복지의료공단 부산보훈병원,공립,부산광역시 사상구 백양대로 420,
한국보훈복지의료공단 중앙보훈병원,공립,서울특별시 강동구 진황도로 61길 53,
한국보훈복지의료공단 중앙보훈병원,종합병원,서울특별시 강동구 진황도로61길 53 (둔촌동),
한국생명의전화,중독관리통합지원센터,"대전광역시 동구 동대전로 333, 3층(가양동)",www.lifeacc.or.kr
한국원자력의학원원자력병원,공립,서울특별시 노원구 노원로 75,
한국원자력의학원원자력병원,종합병원,서울특별시 노원구 노원로 75 한국원자력의학원 (공릉동),
한귀원정신건강의학과의원,의원,부산광역시 수영구 수영로 394 (남천동),
한그루,정신재활시설,"서울특별시 구로구 서해안로 30길 17, 301",hangru.org
한농교정신건강의학과의원,의원,경상남도 김해시 내외중앙로 44 (외동),
한동수신경정신과의원,의원,인천광역시 미추홀구 미추홀대로 708 (주안동),
한림대학교 강남성심병원,종합병원,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",
한림대학교 성심병원,기초정신건강복지센터,경기도 안양시 만안구 문예로 48,www.telepsy.co.kr
한림대학교 춘천성심병원,기초정신건강복지센터,경기도 가평군 가평읍 가화로 155-15,www.gpmhc.com
한림대학교 춘천성심병원,중독관리통합지원센터,강원도 춘천시 삭주로84 수인빌딩3층 ,www.alcoholfree.or.kr
한림대학교 한강성심병원,종합병원,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",
한림대학교동탄성심병원,종합병원,경기도 화성시 큰재봉길 7 (석우동),
한림대학교부속 춘천성심병원,종합병원,강원도 춘천시 삭주로 77 77,
한림대학교성심병원,상급종합병원,경기도 안양시 동안구 관평로170번길 22 (평촌동),
한림병원,종합병원,인천광역시 계양구 장제로 722- (작전동),
한마루정신건강의학과의원,의원,"서울특별시 중구 다산로 245 302호 (무학동, 상민빌딩)",
한마음병원,종합병원,제주특별자치도 제주시 연신로 52 (이도이동),
한마음세상,정신재활시설,"서울특별시 강서구 초록마을로 32길, 33-18",www.wmind.org
한마음신경정신과의원,의원,광주광역시 서구 상무대로 907 (쌍촌동),
한마음신경정신과의원,의원,부산광역시 동래구 충렬대로 117 (온천동),
한마음의집,정신재활시설,"서울특별시 서대문구 연희로39다길 20, 1층",www.hanmaumzip.or.kr
한마음정신건강의학과의원,의원,대구광역시 달서구 달구벌대로 1200 1층 (신당동),
한마음정신건강의학과의원,의원,서울특별시 양천구 중앙로 282 (신정동),
한마음정신건강의학과의원,의원,"경기도 파주시 문화로 103 3층 (금촌동, 춘전빌딩)",
한마음정신과의원,의원,"인천광역시 부평구 동수로 61 4층 (부평동, 공익스포렉스빌딩)",
한마음정신보건재활센터,정신재활시설,경상북도 경주시 동성로 35,www.one-mind.co.kr
한미래사회복귀센터,정신재활시설,"부산광역시 부산진구 거제대로 16-4, 4층 ",cafe.naver.com/hanmirae0611
한별정신건강병원,기초정신건강복지센터,경기도 김포시 사우중로 108보건소 별관2층,www.gimpomhc.or.kr
한별정신건강의학과의원,의원,"서울특별시 양천구 목동서로 256 3층 (목동, 동문빌딩)",
한빛둥지,정신재활시설,대전광역시 서구 변동로 12-1(변동),cafe.naver.com/cjdwnrksgh
한빛신경정신과의원,의원,경기도 부천시 신흥로 228 (중동),
한빛정신건강의학과의원,의원,제주특별자치도 제주시 서광로 184 (삼도일동),
한빛정신건강의학과의원,의원,"서울특별시 관악구 남부순환로 1838 13층 (봉천동, CS타워)",http://www.hanbitnp.net/
한빛정신건강의학과의원,의원,대전광역시 대덕구 신탄진로 822 (신탄진동),
한빛정신건강의학과의원,의원,"광주광역시 북구 북문대로 133 3층 301호 (운암동, 운현빌딩)",
한빛정신건강의학과의원,의원,경상남도 진주시 촉석로 178 2동 2층 (중안동),
한빛정신과의원,의원,충청남도 천안시 서북구 충무로 204 2층 (쌍용동),
