기관명,기관구분,주소,홈페이지,latitude,longitude,전화번호
해운대정신건강의학과의원,의원,부산광역시 해운대구 구남로29번길 38 (중동),,35.162595,129.162356,051-742-7515
해원정신건강의학과의원,의원,경기도 안양시 동안구 관악대로 472 3층 (관양동),,37.4030176,126.9745176,031-469-8807
해인공동생활가정,정신재활시설,"세종특별자치시 전의면 산단길 3-11, 정원빌리지 2동 101호",,36.7022453,127.212341,전화번호 없음
해인정신건강상담센터,정신재활시설,"대구광역시 중구 명덕로 261, 2층",dg1310425.allthru.kr,35.8558157,128.5986263,053-422-2815
해주병원,병원,인천광역시 강화군 하점면 창후로 286 (하점면),,37.7692808,126.3579769,032-934-8744
해찬솔,정신재활시설,"대전광역시 대덕구 대덕대로 1587, 금강로하스엘크루103-603호(석봉동)",,36.453704,127.423823,031-666-7015
해피뷰병원,종합병원,광주광역시 북구 경열로 216-0 해피뷰병원,,35.1586034,126.906812,062-513-5262
해피하우스,정신재활시설,"인천광역시 연수구 한나루186번길54, 101호(옥련동)",,37.4311896,126.6500551,031-356-6238
해피하우스 ,정신재활시설,"경기도 평택시 성동로 11번길 20-11, 하애빌라 2동 103호",,36.9955589,127.0912999,031-356-6238
해피하우스다솜,정신재활시설,충청북도 충주시 대소원면 창현로 654-17,http://happydasom.cafe24.com,36.9131358,127.8680474,043-856-4001
햇살정신건강의학과의원,의원,경기도 의정부시 오목로205번길 1 4층 405호 (민락동),,37.7446142,127.0980889,02-877-5377
햇살정신건강의학과의원,의원,"강원도 강릉시 경강로 2110 4층 (임당동, 동아빌딩)",,37.7553123,128.897608,02-877-5377
햇살정신과의원,의원,"경기도 안양시 동안구 시민대로 167 301호 (비산동, 안양벤처텔)",,37.390809,126.9495576,031-978-6688
햇살정신과의원,의원,"경기도 고양시 덕양구 충장로 134 7층 (행신동, 아이프라자)",,37.6243966,126.8349841,031-978-6688
햇살한줌,정신재활시설,대전광역시 대덕구 한남로 150번길 16(오정동),www.sunhanjum.com,36.347905,127.4133745,
행복나루정신건강의학과의원,의원,"서울특별시 송파구 올림픽로35길 112 2동 323,324호 (신천동, 장미아파트 비상가)",,37.5182642,127.1019737,02-423-4477
행복나무,정신재활시설,부산광역시 기장군 정관읍 정관로 583 대한빌딩 301호,http://blog.naver.com/happytree7235,35.3211632,129.1777573,031-298-9124
행복샘,정신재활시설,경기도 수원시 권선구 정조로432 미영A 106동 107호 ,,37.2481957,127.0144576,033-434-7911
행복울타리,정신재활시설,대전광역시 대덕구 대전로 1387번길 28,blog.naver.com/fist1004,36.377939,127.4197039,031-212-8648
행복을 만드는 집,정신재활시설,서울특별시 강북구 노해로 33길 29-3,happiness2004.co.kr,37.6462493,127.0228122,전화번호 없음
행복의꿈,정신재활시설,충청남도 천안시 동남구 다가13길 17,,36.801926,127.1430509,041-577-2859
행복이룸,정신재활시설,충청북도 청주시 흥덕구 오송읍 만수길 13-9 301호,http://www.erum8400.co.kr/,36.6242441,127.3261542,031-8032-9244
행복자리,정신재활시설,경상북도 칠곡군 약목면 관호8길 28-18 101동 307호,,36.0010285,128.3877898,041-582-2136
행복정신건강센터,정신재활시설,서울특별시 강동구 진황도로119 4층 ,www.happy2u.or.kr,37.5349501,127.1395654,031-253-5738
행복정신건강의학과의원,의원,서울특별시 강남구 강남대로 240 2층 202호 (도곡동),,37.487837,127.0438359,02-577-7811
행복주는의원,기초정신건강복지센터,경기도 오산시 경기동로 59 보건소2층,www.osanmh.com,37.1594544,127.0778206,031-647-0228
행복찾기정신과의원,의원,"서울특별시 강북구 도봉로 45 (미아동, 숭인시장)",,37.6130238,127.0289642,02-981-7772
행복한길정신과의원,의원,"경기도 구리시 경춘로 253 501호 (인창동, 황금시계빌딩)",,37.602199,127.1430176,031-568-7734
행복한수영정신건강의학과의원,의원,부산광역시 수영구 수영로 685 영동빌딩3층 (광안동),,35.1667586,129.1147667,996-8275
행복한아이정신건강의학과의원,의원,서울특별시 서초구 서초중앙로 145 중산빌딩 2층 201호 (서초동),,37.4946794,127.0131167,02-537-3600
행복한정신건강의학과의원,의원,"경기도 성남시 수정구 산성대로 229 5층,6층 (신흥동)",,37.4392873,127.1430441,054-532-5778
행복한정신건강의학과의원,의원,전라북도 익산시 고현로 112 (모현동1가),,35.9469428,126.944198,054-532-5778
행복한정신건강의학과의원,의원,경상북도 상주시 상서문2길 131 3층 (남성동),,36.4130855,128.158823,054-532-5778
행복한집,정신재활시설,"부산광역시 남구 용소로 64번길 49-1, 1층",blog.naver.com/mind4560,35.131508,129.0985037,031-376-0645
행복한집,정신재활시설,대구광역시 남구 장전1길 149,caf?.daum.net/jbshh,35.8407019,128.5787809,031-376-0645
행복한집,정신재활시설,전라북도 전주시 덕진구 인교로35-25 뉴도현빌 501호,,35.8255343,127.1722538,031-376-0645
행복한하루,정신재활시설,서울특별시 도봉구 시루봉로 15라길 7-7 301호(방학동),cafe.daum.net/365happydayyo,37.6687347,127.0324305,02-477-0339
향기로운집,정신재활시설,경기도 수원시 권선구 세류3동 817-93번지2층,,37.2600791,127.0159884,070-4632-3867
허병원,병원,전라북도 전주시 덕진구 조경단로 103 (금암동),,35.8447831,127.1407936,031-304-2804
허윤정신건강의학과의원,의원,전라남도 광양시 공영로 88 3층 (중동),,34.9355239,127.6988388,061-791-7975
헤세드하우스 ,정신재활시설,경기도 포천시 소흘읍 광릉수목원로 664,cafe.daum.net/JESUS-Jireh,37.7718958,127.163854,031-541-7191
현대병원,종합병원,경기도 남양주시 진접읍 봉현로 21 (),,37.7155057,127.1797196,031-353-5321
현대신경정신과의원,의원,"서울특별시 강남구 압구정로 210 (신사동, 3층)",,37.527685,127.03019,02-540-0820
현대유비스병원,종합병원,인천광역시 미추홀구 독배로 503-0 현대유비스병원,,37.4614899,126.6429794,032-888-7575
현대정신건강의학과의원,의원,전라북도 익산시 인북로 266 2층 (남중동),,35.9520742,126.9587924,02-2614-7600
현대정신건강의학과의원,의원,전라북도 전주시 덕진구 기린대로 272 3층 (진북동),,35.8300115,127.1426168,02-2614-7600
현대정신과의원,의원,경기도 이천시 이섭대천로 1218 (창전동),,37.2790075,127.447046,02-540-0820
현정신건강의학과의원,의원,서울특별시 양천구 오목로 345 목동 슬로우스퀘어 410호 (목동),,37.52489509999999,126.8758038,032-777-1182
현정신과의원,의원,"서울특별시 강남구 선릉로 431 505호 (역삼동, 에스케이허브오피스텔)",,37.5035485,127.0490615,02-555-5303
현정신과의원,의원,"서울특별시 강동구 천호대로 1006 (성내동, 브라운스톤천호)",,37.5380409,127.1237061,02-555-5303
혜광의료재단 충북병원,기초정신건강복지센터,충청북도 증평군 증평읍 보건복지로 64-1,www.jpmind.net,36.7743819,127.5866195,전화번호 없음
혜광의료재단 충북병원,기초정신건강복지센터,충청북도 청주시 흥덕구 비하로15번길 16,www.hdmind.co.kr,36.6285296,127.4242832,전화번호 없음
혜민재활의집,정신재활시설,경기도 파주시 조리읍 문원길 263-6 밀레니엄 B-202,www.WAZZANG.NET/0319460023,37.7262847,126.8128323,전화번호 없음
혜민재활의집2,정신재활시설,"경기도 파주시 조리읍 능안로 87, 303",www.WAZZANG.NET/0319460023,37.743047,126.797609,전화번호 없음
혜민정신건강의학과의원,의원,"서울특별시 강남구 남부순환로 2747 2층 201호 (도곡동, 심우빌딩)",,37.4873663,127.0434354,041-552-8017
혜상 정신건강의학과의원,의원,경기도 평택시 관광특구로 18 (서정동),,37.0666662,127.0607096,031-668-8883
호암병원,병원,충청북도 충주시 예성로 16 (호암동),,36.9604329,127.9283924,031-474-9200
홀로서기,정신재활시설,경기도 수원시 권선구 세권로 221번길 24 1층,blog.danm.net/holrosun792,37.2556986,127.0290198,031-226-0030
홍만제정신건강의학과의원,의원,"경기도 성남시 분당구 돌마로 86 2동 308,309호 (구미동, 엘레강스프라자)",,37.3497114,127.1112902,031-718-7775
홍선군 정신건강복지센터,기초정신건강복지센터,충청남도 홍성군 홍성읍 문화로 106,,36.5956564,126.6610076,전화번호 없음
홍성국신경정신과의원,의원,강원도 원주시 원일로 150-1 (학성동),,37.35207219999999,127.9472035,033-743-5356
홍성군보건소,보건소,충청남도 홍성군 홍성읍 문화로106,,36.5956564,126.6610076,041-632-9576
홍성정신요양원,정신요양시설,충청남도 홍성군 홍성읍 대내길 97,www.uilwon.org,36.6128505,126.6750504,041-632-3108
홍순형신경정신과의원,의원,"충청남도 천안시 동남구 만남로 34 (신부동, 선진빌딩)",,36.8185949,127.1559031,041-567-5023
홍승범정신건강의학과의원,의원,"울산광역시 남구 삼산로 15 5층 (신정동, 세안빌딩)",,35.5331004,129.3095265,052-272-0069
홍익병원,종합병원,서울특별시 양천구 목동로 225 홍익병원본관 (신정동),,37.5284913,126.8636621,031-358-6152
홍정신건강의학과의원,의원,"서울특별시 강남구 학동로 411 2층 204호 (청담동, 원일빌딩)",,37.5181161,127.0446457,02-2060-5300
홍정신건강의학과의원,의원,서울특별시 동작구 장승배기로 144 (노량진동),,37.510425,126.940383,02-2060-5300
홍정신과의원,의원,인천광역시 미추홀구 경인로 293 (도화동),,37.4609601,126.6736921,032-865-1986
홍제정신건강의학과의원,의원,"서울특별시 서대문구 통일로 476 2층 204호 (홍제동, 원일아파트)",,37.5883126,126.9466822,02-394-0887
홍종문정신건강의학과의원,의원,충청북도 청주시 상당구 상당로 158 (북문로2가),,36.639627,127.4891143,043-253-3200
홍천군보건소,보건소,강원도 홍천군 홍천읍 신장대로 5,,37.6901085,127.8768227,033-430-4333
홍천군자살예방센터,자살예방센터,강원도 홍천군 홍천읍 신장대로 5,www.hongcheon.gangwon.kr/mental/index.do,37.6901085,127.8768227,전화번호 없음
화곡하늘샘,정신재활시설,"서울특별시 강서구 방화대로6 다길 10-12, 401호",taiwhafountainhouse.or.kr,37.5556626,126.8175432,전화번호 없음
화성시보건소,보건소,경기도 화성시 향남읍 3.1만세로 1055 ,,37.1292365,126.9046908,031-359-9527
화순고려병원,병원,전라남도 화순군 화순읍 충의로 109 (),,35.0560757,126.9895791,061-374-3957
화순군보건소,보건소,전라남도 화순군 화순읍 쌍충로 62 ,,35.0573596,126.98224,061-372-5642
화순성심병원,병원,전라남도 화순군 화순읍 만연로 31 (),,35.0584567,126.9898268,061-370-9260
화순전남대학교병원,국립,전라남도 화순군 화순읍 서양로 322,,35.056264,127.0025403,061-372-0000
화순전남대학교병원,상급종합병원,전라남도 화순군 화순읍 서양로 322 (),,35.056264,127.0025403,061-372-0000
화원연세병원,병원,대구광역시 달성군 화원읍 비슬로 2525 (화원읍),,35.8017384,128.4934515,053-644-1919
화인정신건강의학과의원,의원,서울특별시 강서구 공항대로 525 303호 (등촌동),,37.5478216,126.8617383,02-2668-0793
화인정신과의원,의원,"서울특별시 광진구 광나루로56길 63 503호 (구의동, 프라임프라자)",,37.53739729999999,127.0976212,전화번호 없음
화천군 정신건강복지센터,기초정신건강복지센터,강원도 화천군 화천읍 강변로 111,http://health.ihc.go.kr,38.1075716,127.7091471,전화번호 없음
화천군보건소,보건소,강원도 화천군 화천읍 강변로 111,,38.1075716,127.7091471,033-441-4203
황규혁정신건강의학과의원,의원,서울특별시 강북구 도봉로 34 5층 (미아동),,37.6120562,127.0307155,02-945-7751
황규흥신경정신과의원,의원,대구광역시 중구 태평로 252 (동인동1가),,35.8714186,128.6036352,전화번호 없음
황박정신건강의학과의원,의원,경상남도 통영시 중앙로 269 3층 (북신동),,34.8544682,128.4285394,055-641-7070
황원준정신건강의학과의원,의원,인천광역시 미추홀구 경인로 399-1 (주)신대진사옥빌딩 2층 (주안동),,37.4584602,126.6845438,032-435-7767
황을지정신건강의학과의원,의원,부산광역시 동래구 충렬대로 157 (온천동),,35.2049005,129.0774836,051-557-8575
횡성군보건소,보건소,강원도 횡성군 횡성읍 379,,37.4906331,127.9958514,033-340-5781
효산의료재단 안양샘병원,종합병원,"경기도 안양시 만안구 삼덕로 9 (안양동, 안양샘병원)",,37.3934995,126.9245371,031-467-9114
효산의료재단 지샘병원,종합병원,"경기도 군포시 군포로 591 (당동, (G샘병원)군포샘병원)",,37.358811,126.9471569,031-389-3000
효성신경정신과의원,의원,대구광역시 달서구 월배로 400 (송현동),,35.8261857,128.5569549,053-654-6973
휴&락정신과의원,의원,"경기도 군포시 광정로 80 401호 (산본동, 신원빌딩)",,37.360289,126.9295459,031-399-6993
휴나림정신건강의학과의원,의원,"광주광역시 서구 염화로 81 2층 (화정동, 서광주농협방화지점)",,35.1417785,126.8739344,전화번호 없음
휴먼마인드정신건강의학과의원,의원,"서울특별시 서초구 강남대로 605 501호 (잠원동, 휴먼타워)",,37.515763,127.0191828,02-542-2502
휴앤유병원,병원,경기도 부천시 심곡로10번길 63 휴앤유병원 (송내동),,37.4830355,126.7725097,032-202-0114
휴엔병원,병원,"경기도 성남시 수정구 산성대로 241 9,10,11,12층 (신흥동)",,37.4399307,127.1440877,031-753-1000
